NPC,Renewable Invesment Cost,Battery Unitary Invesment Cost,Deep of Discharge,Battery Cycles,GenSet Unitary Invesment Cost,Generator Efficiency,Low Heating Value,Fuel Cost,Generator Nominal capacity,HouseHolds,Renewable Energy Unit Total,Max Demand
90410.32,1181,699,0.28,3589.06,1191,0.22,10.04,1.0,5,50,465.25,6.92
73547.62,1796,462,0.03,1422.74,1652,0.38,7.02,0.8,5,50,448.48,6.92
74559.21,1118,281,0.41,4787.33,1809,0.22,9.99,1.0,5,50,473.9,6.92
98893.51,1278,560,0.11,6110.77,1685,0.18,8.93,1.1,5,50,460.83,6.92
90327.06,1504,355,0.29,6192.15,1977,0.26,7.67,1.1,5,50,459.81,6.92
45126.1,1062,409,0.18,2689.13,1933,0.36,9.39,0.5,5,50,470.24,6.92
78496.33,1153,654,0.2,4987.11,1204,0.13,10.04,0.5,5,50,469.46,6.92
93029.91,1637,745,0.0,4103.51,1731,0.2,9.45,0.8,5,50,429.91,6.92
70362.27,1772,752,0.17,3919.02,1647,0.25,8.92,0.6,5,50,467.18,6.92
101482.21,1267,497,0.48,3775.44,1448,0.13,10.46,0.7,5,50,453.52,6.92
64599.22,1993,566,0.33,3523.32,1832,0.17,8.14,0.3,5,50,412.49,6.92
91721.57,1755,381,0.04,2838.98,1316,0.14,8.97,0.7,5,50,423.9,6.92
104015.53,1767,331,0.44,6374.67,1997,0.25,9.29,1.2,5,50,425.21,6.92
31330.41,1923,659,0.31,5996.28,1693,0.35,8.65,0.2,5,50,461.58,6.92
56078.54,1990,245,0.07,1954.8,1671,0.1,9.88,0.2,5,50,412.53,6.92
138693.14,1646,686,0.25,3750.7,1798,0.11,7.38,0.6,5,50,429.3,6.92
68087.07,1215,681,0.13,4530.37,1502,0.27,10.24,0.8,5,50,444.93,6.92
81105.96,1497,392,0.48,3692.98,1907,0.22,7.72,0.6,5,50,417.25,6.92
29619.27,1141,349,0.4,6412.4,1618,0.37,10.65,0.3,5,50,459.2,6.92
47925.16,1963,785,0.06,4044.81,1918,0.32,7.32,0.3,5,50,417.18,6.92
51282.33,1127,641,0.28,2773.43,1434,0.2,8.08,0.3,5,50,531.3,6.92
86240.96,1373,793,0.15,6624.43,1053,0.34,7.6,1.1,5,50,473.18,6.92
44820.72,1831,341,0.12,4383.42,1240,0.38,8.16,0.5,5,50,529.09,6.92
95713.91,1654,714,0.01,3451.79,1345,0.27,7.1,0.9,5,50,467.69,6.92
44366.79,1546,368,0.47,2569.85,1390,0.29,9.71,0.4,5,50,464.02,6.92
76916.38,1554,224,0.45,1104.77,1376,0.18,9.77,0.8,5,50,445.96,6.92
93905.53,1475,316,0.42,6301.57,1874,0.13,8.59,0.6,5,50,431.31,6.92
42960.65,1679,596,0.12,2132.45,1281,0.37,10.63,0.5,5,50,461.86,6.92
70318.97,1464,523,0.16,2656.69,1929,0.31,9.24,0.8,5,50,427.18,6.92
111372.89,1518,522,0.39,5631.6,1407,0.19,10.08,1.1,5,50,415.72,6.92
78113.38,1231,780,0.26,6659.51,1858,0.33,7.31,0.8,5,50,418.69,6.92
68774.98,1676,249,0.03,5290.75,1928,0.32,7.31,0.9,5,50,469.56,6.92
33947.65,1721,479,0.35,3032.87,1438,0.23,9.67,0.2,5,50,503.03,6.92
51162.2,1211,520,0.34,3192.15,1772,0.26,8.84,0.4,5,50,460.79,6.92
39297.81,1377,776,0.44,5600.44,1591,0.38,8.38,0.3,5,50,440.37,6.92
51411.24,1808,445,0.34,1033.65,1568,0.28,9.08,0.4,5,50,444.01,6.92
72694.57,1778,787,0.01,4853.16,1903,0.21,10.7,0.6,5,50,418.87,6.92
68367.83,1204,430,0.19,1659.8,1885,0.3,10.64,0.9,5,50,418.77,6.92
53734.81,1743,679,0.22,6227.24,1060,0.2,7.72,0.3,5,50,462.62,6.92
82995.93,1342,400,0.21,6294.07,1020,0.15,9.68,0.9,5,50,460.85,6.92
75588.64,1665,509,0.06,2696.05,1250,0.27,9.79,0.9,5,50,448.2,6.92
80424.51,1401,745,0.44,4363.2,1094,0.24,9.31,0.8,5,50,454.57,6.92
33217.45,1859,279,0.46,5868.25,1130,0.36,10.25,0.4,5,50,462.69,6.92
129900.23,1898,765,0.12,4992.54,1449,0.17,8.41,1.0,5,50,463.64,6.92
74604.9,1320,530,0.06,5649.5,1605,0.37,7.09,0.9,5,50,449.11,6.92
75454.06,1834,292,0.03,6578.96,1177,0.11,8.91,0.6,5,50,467.21,6.92
61544.74,1119,606,0.37,1882.05,1307,0.12,10.77,0.3,5,50,421.28,6.92
53743.02,1008,313,0.02,5140.28,1158,0.38,8.28,0.8,5,50,450.37,6.92
128182.86,1125,757,0.38,2040.59,1804,0.12,10.29,0.8,5,50,414.69,6.92
30422.91,1081,330,0.49,3669.58,1107,0.31,7.17,0.2,5,50,413.38,6.92
72955.22,1526,460,0.12,6462.09,1623,0.14,10.55,0.5,5,50,503.12,6.92
74141.28,1142,343,0.1,4420.79,1292,0.14,7.66,0.7,5,50,444.07,6.92
96785.91,1627,652,0.24,2669.35,1460,0.22,10.81,1.1,5,50,478.58,6.92
50418.91,1264,320,0.36,6213.43,1815,0.15,10.51,0.3,5,50,472.44,6.92
52487.21,1016,732,0.5,2843.49,1314,0.32,7.23,0.4,5,50,522.06,6.92
78199.02,1466,594,0.49,6029.18,1491,0.23,10.1,0.8,5,50,463.11,6.92
56648.13,1580,366,0.27,1379.27,1877,0.19,10.42,0.4,5,50,467.57,6.92
72344.98,1101,422,0.01,4755.34,1414,0.29,9.64,1.1,5,50,453.62,6.92
58976.15,1866,701,0.29,2510.05,1757,0.3,9.33,0.5,5,50,471.54,6.92
63645.92,1419,458,0.39,2947.96,1064,0.36,9.21,0.9,5,50,421.36,6.92
64242.11,1909,578,0.07,1250.74,1685,0.25,7.43,0.4,5,50,462.9,6.92
70640.87,1976,438,0.23,5381.98,1666,0.2,8.59,0.5,5,50,467.2,6.92
54261.46,1498,450,0.14,5200.25,1050,0.32,7.93,0.6,5,50,521.07,6.92
73061.92,1687,239,0.05,6906.12,1788,0.27,9.93,1.0,5,50,413.69,6.92
93916.73,1594,628,0.21,2134.59,1723,0.22,9.53,0.9,5,50,460.47,6.92
101714.57,1969,704,0.3,5340.6,1740,0.17,9.07,0.7,5,50,415.09,6.92
30426.16,1452,740,0.04,2354.21,1640,0.38,9.75,0.2,5,50,458.71,6.92
63039.5,1429,770,0.45,2575.71,1220,0.2,8.96,0.4,5,50,480.52,6.92
73451.78,1641,644,0.43,1173.68,1981,0.33,10.74,0.8,5,50,412.85,6.92
83079.98,1277,694,0.45,3537.54,1208,0.28,10.59,1.1,5,50,416.08,6.92
76263.38,1289,720,0.26,4504.14,1161,0.35,9.19,1.1,5,50,427.29,6.92
96970.8,1362,497,0.09,3269.5,1074,0.23,8.09,1.0,5,50,419.3,6.92
44259.92,1177,662,0.15,6623.75,1548,0.37,10.16,0.5,5,50,414.64,6.92
60961.31,1032,750,0.2,1713.96,1795,0.39,9.84,0.8,5,50,469.49,6.92
36062.15,1568,224,0.47,6733.41,1958,0.28,7.04,0.2,5,50,460.85,6.92
47447.33,1168,715,0.17,4020.98,1821,0.16,8.79,0.2,5,50,490.06,6.92
67723.1,1431,291,0.43,4950.21,1860,0.33,8.53,0.8,5,50,414.75,6.92
83876.08,1515,413,0.32,3721.54,1944,0.37,8.61,1.2,5,50,423.93,6.92
58257.05,1943,564,0.29,3942.73,1143,0.12,7.58,0.2,5,50,489.24,6.92
105320.24,1732,709,0.25,5128.72,1471,0.24,8.21,1.0,5,50,423.98,6.92
37567.26,1551,615,0.14,3085.69,1278,0.35,8.18,0.3,5,50,427.1,6.92
67107.14,1571,563,0.25,3463.15,1692,0.11,10.15,0.3,5,50,468.34,6.92
91347.15,1657,474,0.33,5504.77,1893,0.11,10.87,0.5,5,50,424.37,6.92
55771.84,1755,582,0.23,2164.24,1327,0.29,9.24,0.5,5,50,447.05,6.92
98985.06,1763,525,0.41,2495.31,1003,0.33,7.62,1.2,5,50,424.46,6.92
61994.71,1699,406,0.05,1188.91,1131,0.3,9.14,0.7,5,50,462.68,6.92
72573.14,1050,408,0.31,6068.12,1975,0.21,10.07,0.7,5,50,448.83,6.92
82407.22,1060,792,0.28,4802.81,1198,0.29,8.67,1.0,5,50,452.88,6.92
52937.75,1298,641,0.28,6800.82,1535,0.26,10.46,0.5,5,50,421.12,6.92
64740.6,1245,266,0.11,6141.05,1999,0.16,8.13,0.6,5,50,473.7,6.92
71488.04,1448,387,0.48,4623.43,1630,0.13,7.51,0.3,5,50,431.49,6.92
79339.9,1473,512,0.08,3905.56,1346,0.4,7.35,1.1,5,50,423.17,6.92
33171.69,1393,251,0.47,4191.35,1284,0.4,7.15,0.3,5,50,428.37,6.92
87490.3,1536,382,0.22,4066.41,1589,0.26,7.8,1.0,5,50,467.29,6.92
55779.23,1254,301,0.35,3616.82,1868,0.19,9.45,0.4,5,50,465.3,6.92
80558.02,1912,623,0.3,1334.01,1577,0.34,9.91,1.0,5,50,412.26,6.92
123103.36,1989,553,0.2,3864.54,1424,0.18,9.49,1.1,5,50,416.59,6.92
93689.44,1638,669,0.13,6363.55,1834,0.18,8.81,0.7,5,50,456.03,6.92
61284.64,1024,285,0.16,3127.66,1553,0.35,8.0,1.0,5,50,467.52,6.92
70283.49,1606,617,0.39,1553.78,1519,0.35,7.85,0.7,5,50,448.9,6.92
138369.13,1268,755,0.01,1185.92,1007,0.31,9.12,0.9,9,100,428.98,11.83
225275.6,1337,780,0.23,1870.68,1958,0.13,10.31,0.8,9,100,420.63,11.83
149181.87,1580,578,0.03,6646.67,1579,0.1,10.65,0.4,9,100,458.17,11.83
81494.11,1120,330,0.24,5331.41,1013,0.18,9.14,0.3,9,100,431.57,11.83
96686.48,1455,466,0.02,4089.15,1683,0.28,7.63,0.4,9,100,424.29,11.83
57629.65,1550,724,0.28,6354.72,1094,0.37,9.5,0.3,9,100,414.57,11.83
92062.95,1227,762,0.43,3509.45,1346,0.21,9.2,0.3,9,100,416.19,11.83
143809.42,1879,311,0.09,6881.6,1842,0.28,8.42,0.8,9,100,417.07,11.83
68108.1,1284,509,0.24,5480.34,1245,0.22,7.86,0.2,9,100,472.09,11.83
124542.83,1785,791,0.5,5792.05,1469,0.28,10.06,0.7,9,100,466.47,11.83
131181.36,1569,612,0.31,4618.1,1600,0.13,9.76,0.4,9,100,536.33,11.83
41497.66,1089,297,0.21,1732.6,1090,0.4,8.03,0.2,9,100,467.25,11.83
125382.34,1642,705,0.17,2419.99,1693,0.31,10.16,0.8,9,100,467.39,11.83
210023.15,1160,513,0.42,5309.83,1380,0.2,7.64,1.1,9,100,470.05,11.83
123696.47,1022,324,0.32,6598.37,1521,0.19,7.57,0.6,9,100,529.22,11.83
74531.34,1442,251,0.18,4192.44,1785,0.29,8.1,0.3,9,100,450.47,11.83
207224.43,1378,618,0.19,4680.32,1651,0.16,7.15,0.7,9,100,467.3,11.83
116276.24,1537,464,0.15,4434.53,1214,0.39,10.4,1.1,9,100,445.15,11.83
70148.49,1892,517,0.22,2449.06,1764,0.2,9.57,0.2,9,100,452.19,11.83
158410.5,1998,283,0.33,3546.84,1887,0.24,9.66,0.9,9,100,456.12,11.83
82138.11,1690,788,0.14,5557.41,1712,0.22,10.71,0.3,9,100,413.34,11.83
145839.87,1252,556,0.48,3858.53,1260,0.27,10.24,1.0,9,100,421.57,11.83
122309.9,1729,504,0.49,6705.04,1723,0.35,8.71,0.8,9,100,473.79,11.83
93894.79,1142,458,0.44,4772.84,1223,0.28,10.63,0.6,9,100,437.5,11.83
132981.81,1773,443,0.13,6219.9,1116,0.3,7.27,0.7,9,100,415.13,11.83
141230.73,1598,741,0.29,2907.14,1150,0.36,8.63,1.0,9,100,412.48,11.83
52899.35,1529,717,0.08,5256.68,1626,0.3,10.91,0.2,9,100,434.49,11.83
171368.06,1747,649,0.41,4021.41,1906,0.16,7.68,0.5,9,100,444.62,11.83
63285.04,1480,539,0.44,6077.13,1912,0.29,8.3,0.2,9,100,412.97,11.83
72687.0,1249,595,0.18,3724.44,1125,0.39,10.02,0.5,9,100,469.41,11.83
113530.68,1058,489,0.47,4872.52,1424,0.17,8.88,0.4,9,100,451.0,11.83
105937.23,1404,440,0.11,3160.45,1666,0.29,10.94,0.7,9,100,417.35,11.83
157670.57,1063,268,0.47,1383.63,1515,0.17,10.42,1.0,9,100,414.15,11.83
74470.93,1215,404,0.07,4170.12,1865,0.4,10.51,0.5,9,100,416.04,11.83
169417.45,1323,621,0.05,2508.33,1596,0.25,8.86,1.0,9,100,465.0,11.83
221585.17,1097,708,0.05,2322.82,1446,0.15,9.07,1.1,9,100,507.05,11.83
206666.4,1963,365,0.17,2261.0,1965,0.12,7.12,1.0,9,100,454.99,11.83
83598.0,1764,583,0.06,6274.39,1879,0.21,10.59,0.3,9,100,443.44,11.83
189079.97,1636,587,0.33,1790.88,1316,0.21,10.18,1.1,9,100,536.07,11.83
174216.85,1434,571,0.34,3388.77,1548,0.24,7.43,0.8,9,100,415.46,11.83
103311.35,1973,653,0.31,2132.17,1537,0.32,7.19,0.4,9,100,466.33,11.83
160425.38,1988,368,0.39,1430.16,1103,0.27,8.79,1.0,9,100,514.1,11.83
151714.83,1957,796,0.12,2563.85,1770,0.33,8.39,0.9,9,100,462.71,11.83
198078.57,1798,420,0.39,2640.44,1418,0.16,10.44,0.9,9,100,451.71,11.83
120664.88,1870,432,0.15,4836.56,1494,0.38,7.46,0.8,9,100,527.11,11.83
165873.24,1666,728,0.43,1099.42,1035,0.36,8.47,1.1,9,100,443.28,11.83
174862.48,1001,657,0.3,3452.8,1824,0.16,9.47,0.7,9,100,421.26,11.83
178974.34,1707,496,0.46,5591.03,1273,0.2,7.49,0.7,9,100,433.48,11.83
151655.74,1571,606,0.35,3635.79,1585,0.22,9.84,0.8,9,100,467.27,11.83
168680.12,1847,286,0.1,2716.19,1994,0.15,10.98,1.1,9,100,436.92,11.83
160527.47,1396,298,0.4,3680.82,1453,0.11,8.49,0.6,9,100,462.23,11.83
120403.47,1345,245,0.28,4257.8,1791,0.23,10.11,0.9,9,100,503.82,11.83
165793.82,1691,247,0.49,2231.04,1136,0.11,8.06,0.5,9,100,440.93,11.83
132847.75,1487,304,0.3,5395.18,1940,0.24,7.73,0.6,9,100,469.96,11.83
120829.64,1188,473,0.16,1590.67,1816,0.36,10.33,1.0,9,100,465.67,11.83
115791.94,1906,603,0.11,5110.43,1753,0.38,9.42,0.8,9,100,417.51,11.83
83880.4,1948,481,0.38,6414.35,1258,0.3,8.67,0.4,9,100,481.46,11.83
127181.9,1309,638,0.45,2977.08,1567,0.25,8.57,0.6,9,100,467.11,11.83
122006.38,1542,385,0.42,3782.14,1708,0.31,10.84,0.9,9,100,417.67,11.83
153061.13,1520,416,0.06,5911.63,1740,0.13,8.82,0.6,9,100,491.31,11.83
124464.02,1079,559,0.04,1053.98,1290,0.38,8.24,0.9,9,100,423.89,11.83
253315.73,1605,673,0.12,1258.72,1972,0.17,9.35,1.1,9,100,415.71,11.83
73701.99,1190,315,0.13,6526.5,1161,0.27,7.24,0.3,9,100,468.03,11.83
137662.24,1831,229,0.27,4932.79,1836,0.32,7.05,0.8,9,100,459.96,11.83
82084.31,1937,679,0.19,2854.07,1189,0.35,8.15,0.4,9,100,462.21,11.83
67063.64,1807,767,0.22,1635.88,1158,0.34,9.62,0.3,9,100,433.68,11.83
105183.88,1108,450,0.03,1150.94,1391,0.18,7.34,0.3,9,100,453.1,11.83
156539.79,1300,394,0.27,5829.93,1385,0.15,9.39,0.6,9,100,420.02,11.83
99840.17,1383,236,0.4,6483.12,1050,0.24,8.53,0.5,9,100,467.75,11.83
111126.66,1352,335,0.2,1323.32,1504,0.32,9.78,0.8,9,100,466.29,11.83
73488.24,1628,662,0.29,4336.87,1239,0.33,9.99,0.4,9,100,476.71,11.83
172596.52,1425,398,0.25,2764.36,1178,0.2,8.97,0.9,9,100,451.49,11.83
80267.78,1019,355,0.04,4399.65,1303,0.31,8.94,0.5,9,100,501.44,11.83
226297.98,1127,736,0.09,3012.14,1488,0.12,9.85,0.9,9,100,463.76,11.83
127442.12,1733,279,0.0,3252.72,1437,0.23,7.84,0.6,9,100,468.04,11.83
51857.67,1154,700,0.37,4579.44,1404,0.36,9.03,0.2,9,100,421.6,11.83
125447.22,1890,340,0.07,5157.37,1940,0.23,9.71,0.6,9,100,428.32,11.83
156515.43,1673,262,0.36,5965.16,1051,0.14,8.36,1.0,9,100,453.59,11.83
154556.29,1509,631,0.38,6002.53,1330,0.39,7.92,1.2,9,100,452.59,11.83
162754.54,1496,412,0.16,3339.9,1646,0.13,7.32,0.4,9,100,420.68,11.83
146850.5,1203,347,0.34,6790.99,1679,0.14,10.27,0.6,9,100,466.96,11.83
46306.75,1417,689,0.1,5651.4,1198,0.33,10.56,0.2,9,100,467.14,11.83
155084.56,1825,743,0.01,2063.68,1633,0.26,9.96,0.9,9,100,464.39,11.83
120366.5,1361,426,0.37,3149.13,1066,0.18,9.24,0.5,9,100,468.81,11.83
212104.86,1658,530,0.23,5729.75,1026,0.11,9.9,1.1,9,100,454.6,11.83
98853.26,1174,694,0.2,6995.15,1072,0.33,9.29,0.7,9,100,516.04,11.83
146829.87,1314,487,0.02,1963.32,1478,0.37,7.98,1.1,9,100,418.11,11.83
210262.61,1038,641,0.26,3924.25,1350,0.22,7.03,1.0,9,100,480.44,11.83
177463.44,1618,551,0.45,2189.16,1366,0.18,8.75,0.7,9,100,420.36,11.83
98167.45,1915,754,0.46,3079.23,1920,0.35,9.53,0.5,9,100,467.06,11.83
190847.02,1851,373,0.48,6320.42,1740,0.12,8.2,0.5,9,100,460.71,11.83
134466.48,1231,270,0.32,3946.74,1804,0.35,7.88,1.0,9,100,445.36,11.83
176734.26,1758,541,0.26,1908.35,1210,0.14,7.79,0.5,9,100,448.98,11.83
176936.11,1271,382,0.21,4509.82,1985,0.11,8.17,1.2,9,100,422.17,11.83
141309.94,1713,359,0.14,5005.16,1859,0.19,10.79,0.7,9,100,457.01,11.83
123210.03,1131,671,0.25,6128.03,1551,0.25,9.22,0.7,9,100,534.83,11.83
151513.49,1813,776,0.08,1694.93,1619,0.34,10.87,1.2,9,100,442.22,11.83
110544.82,1921,563,0.35,1480.06,1290,0.26,7.52,0.4,9,100,462.78,11.83
119606.45,1461,526,0.36,5021.6,1326,0.37,10.73,1.1,9,100,449.19,11.83
79889.06,1043,224,0.41,6854.19,1897,0.26,7.36,0.3,9,100,462.24,11.83
225724.4,1636,579,0.08,2749.87,1046,0.34,7.34,1.0,13,150,459.44,16.81
204629.21,1759,253,0.18,4515.88,1295,0.38,7.52,1.1,13,150,417.31,16.81
139540.59,1167,461,0.36,4034.53,1889,0.26,9.98,0.5,13,150,484.18,16.81
259076.32,1532,397,0.28,3541.34,1184,0.14,8.4,0.6,13,150,431.94,16.81
142998.78,1616,281,0.12,1765.2,1102,0.34,10.86,0.8,13,150,435.98,16.81
311133.55,1659,498,0.35,5608.71,1777,0.1,7.54,0.5,13,150,482.02,16.81
234324.34,1281,550,0.48,6968.14,1829,0.32,7.61,1.0,13,150,478.62,16.81
255788.65,1873,674,0.4,2863.09,1937,0.27,8.37,0.9,13,150,424.7,16.81
289144.65,1919,359,0.29,3828.1,1206,0.11,7.05,0.7,13,150,424.49,16.81
266451.69,1049,416,0.39,2146.43,1079,0.23,9.04,1.1,13,150,421.3,16.81
239446.62,1698,327,0.4,1939.62,1090,0.13,8.95,0.5,13,150,412.55,16.81
221651.54,1598,487,0.04,6721.13,1556,0.22,8.27,0.7,13,150,444.67,16.81
90753.15,1129,791,0.06,6404.48,1657,0.33,10.9,0.3,13,150,414.81,16.81
149163.61,1205,250,0.2,2987.94,1117,0.35,9.79,0.9,13,150,467.6,16.81
280238.24,1064,745,0.0,6778.23,1484,0.11,8.19,1.0,13,150,454.47,16.81
170274.32,1997,528,0.04,1837.85,1734,0.39,10.35,0.9,13,150,456.76,16.81
255465.24,1139,438,0.35,4826.35,1006,0.24,8.96,1.2,13,150,443.36,16.81
238113.93,1500,768,0.48,3209.48,1818,0.19,8.56,0.6,13,150,419.64,16.81
295396.46,1648,424,0.09,1322.14,1038,0.18,7.47,1.0,13,150,445.9,16.81
126044.76,1092,475,0.42,6878.61,1781,0.3,8.28,0.4,13,150,412.27,16.81
128931.45,1568,638,0.19,4601.62,1530,0.25,10.69,0.4,13,150,414.48,16.81
259009.07,1369,530,0.02,4311.14,1761,0.15,8.13,0.6,13,150,414.56,16.81
191877.31,1901,756,0.38,4144.66,1598,0.29,10.3,0.8,13,150,451.69,16.81
88111.19,1604,457,0.25,5488.02,1800,0.29,7.99,0.2,13,150,415.48,16.81
125449.09,1585,322,0.27,3690.15,1144,0.29,7.79,0.4,13,150,437.94,16.81
144502.65,1769,338,0.11,6247.76,1198,0.26,7.01,0.4,13,150,471.06,16.81
121103.16,1028,572,0.23,5625.03,1927,0.23,9.1,0.3,13,150,419.5,16.81
447018.78,1036,684,0.3,1691.64,1496,0.12,7.3,1.1,13,150,477.76,16.81
165787.52,1987,449,0.24,5900.97,1018,0.11,10.52,0.3,13,150,460.4,16.81
175839.27,1335,409,0.13,6917.37,1419,0.28,9.68,0.8,13,150,448.81,16.81
204841.08,1438,778,0.12,2679.86,1582,0.39,7.24,0.9,13,150,462.21,16.81
440338.01,1865,565,0.47,3902.6,1643,0.16,7.38,1.2,13,150,443.6,16.81
274946.49,1575,719,0.32,1001.8,1867,0.12,7.87,0.4,13,150,421.52,16.81
380754.36,1081,556,0.28,1627.72,1849,0.12,10.72,1.1,13,150,418.21,16.81
86862.7,1725,315,0.16,2694.86,1662,0.25,8.66,0.2,13,150,472.53,16.81
100049.32,1054,710,0.47,5049.48,1743,0.35,9.21,0.3,13,150,437.74,16.81
257750.13,1422,506,0.22,4381.85,1873,0.27,8.56,1.1,13,150,470.01,16.81
157257.25,1716,298,0.45,2839.04,1688,0.24,9.17,0.5,13,150,459.21,16.81
226587.92,1895,749,0.11,1136.8,1139,0.15,7.76,0.4,13,150,455.16,16.81
276638.43,1350,668,0.49,5004.05,1279,0.22,7.15,0.8,13,150,431.58,16.81
196675.22,1688,522,0.34,1968.71,1382,0.31,9.29,0.9,13,150,474.16,16.81
262662.6,1514,597,0.03,5207.54,1988,0.13,9.6,0.6,13,150,458.2,16.81
153576.64,1301,263,0.3,5553.87,1517,0.27,7.68,0.5,13,150,422.27,16.81
251103.63,1403,390,0.17,2287.34,1960,0.13,8.9,1.0,13,150,503.54,16.81
163079.5,1107,800,0.26,3472.1,1319,0.31,9.44,0.7,13,150,414.12,16.81
219552.7,1381,586,0.03,5827.51,1751,0.15,10.65,0.6,13,150,423.98,16.81
296828.53,1961,643,0.44,5275.21,1228,0.19,9.68,1.0,13,150,462.63,16.81
169380.85,1836,279,0.13,5421.51,1911,0.22,7.19,0.4,13,150,471.03,16.81
226395.73,1071,513,0.46,2498.78,1259,0.15,8.03,0.5,13,150,467.89,16.81
138353.48,1177,393,0.14,4714.1,1164,0.32,10.11,0.7,13,150,423.62,16.81
320346.39,1543,699,0.06,3064.77,1944,0.18,9.85,1.1,13,150,475.01,16.81
83668.89,1216,619,0.33,5721.38,1694,0.34,7.82,0.2,13,150,469.05,16.81
129464.33,1265,702,0.21,5742.26,1263,0.36,9.73,0.6,13,150,464.7,16.81
83282.07,1811,371,0.16,1249.92,1085,0.2,10.48,0.2,13,150,415.48,16.81
221511.97,1936,271,0.09,2578.0,1397,0.28,7.89,0.9,13,150,419.12,16.81
337192.87,1116,380,0.41,1181.73,1999,0.12,10.94,1.1,13,150,416.56,16.81
177147.09,1148,612,0.31,5348.5,1432,0.16,8.49,0.4,13,150,481.32,16.81
182363.64,1526,230,0.25,2129.23,1500,0.38,8.64,1.1,13,150,448.06,16.81
142525.99,1300,627,0.2,1381.12,1059,0.26,7.92,0.4,13,150,468.39,16.81
150723.63,1250,292,0.33,3348.15,1342,0.37,9.01,0.8,13,150,423.03,16.81
134382.54,1417,648,0.24,1579.27,1704,0.36,9.34,0.5,13,150,476.94,16.81
157276.87,1315,289,0.44,6591.46,1720,0.36,10.16,0.9,13,150,467.56,16.81
87075.79,1489,404,0.05,4753.43,1575,0.25,8.72,0.2,13,150,463.18,16.81
141161.3,1709,344,0.37,2076.12,1322,0.14,10.8,0.3,13,150,450.65,16.81
121163.12,1672,226,0.22,3330.58,1215,0.36,8.48,0.5,13,150,415.79,16.81
159307.82,1273,375,0.49,3801.87,1124,0.23,9.92,0.6,13,150,464.07,16.81
251147.27,1324,694,0.15,3750.41,1798,0.16,9.93,0.7,13,150,425.13,16.81
137846.01,1356,432,0.45,6149.02,1063,0.19,7.4,0.3,13,150,478.21,16.81
165793.68,1941,686,0.01,3626.98,1542,0.3,10.58,0.7,13,150,469.48,16.81
210538.57,1475,775,0.38,6176.72,1462,0.39,9.15,1.2,13,150,412.89,16.81
137987.79,1749,304,0.1,4866.17,1601,0.35,8.76,0.6,13,150,507.11,16.81
211411.02,1887,537,0.34,6562.78,1286,0.31,10.06,1.1,13,150,461.78,16.81
168621.92,1020,310,0.07,3150.99,1304,0.32,10.14,1.0,13,150,414.68,16.81
169346.23,1823,468,0.23,6046.69,1240,0.35,9.47,0.9,13,150,509.87,16.81
147867.26,1778,261,0.18,3952.83,1903,0.25,9.83,0.5,13,150,464.57,16.81
87504.78,1502,356,0.43,2882.7,1544,0.34,9.53,0.3,13,150,471.5,16.81
155636.35,1307,264,0.48,5278.63,1323,0.39,8.04,0.8,13,150,462.8,16.81
