NPC,Renewable Invesment Cost,Battery Unitary Invesment Cost,Deep of Discharge,Battery Cycles,GenSet Unitary Invesment Cost,Generator Efficiency,Low Heating Value,Fuel Cost,Generator Nominal capacity,HouseHolds,Renewable Energy Unit Total,Max Demand
221984.63,1279,308,0.34,5860.88,1771,0.22,8.45,1.0,13,150,445.16,16.81
176810.22,1938,417,0.42,1625.67,1695,0.25,8.36,0.5,13,150,419.53,16.81
136063.67,1336,322,0.37,6583.33,1615,0.27,7.57,0.4,13,150,461.2,16.81
65965.63,1709,473,0.18,4017.07,1255,0.4,8.1,0.2,13,150,467.62,16.81
196629.83,1876,641,0.09,4614.19,1559,0.29,9.07,0.8,13,150,476.69,16.81
214686.95,1314,735,0.13,5205.84,1738,0.13,8.85,0.4,13,150,416.68,16.81
228719.56,1410,768,0.14,3129.47,1883,0.23,7.94,0.7,13,150,515.32,16.81
255350.75,1977,274,0.21,3487.12,1131,0.11,8.14,0.9,13,150,419.24,16.81
166971.65,1486,255,0.37,4740.07,1875,0.38,10.34,1.0,13,150,441.18,16.81
65255.42,1295,451,0.08,5492.4,1073,0.38,7.89,0.2,13,150,414.11,16.81
267366.83,1369,793,0.34,3648.83,1038,0.19,9.7,0.9,13,150,414.42,16.81
307711.05,1967,633,0.29,6337.36,1261,0.11,9.33,0.6,13,150,470.66,16.81
121317.12,1093,662,0.25,2643.15,1189,0.3,10.67,0.5,13,150,453.17,16.81
242840.44,1052,797,0.39,6530.24,1380,0.12,9.29,0.5,13,150,468.57,16.81
93944.83,1262,678,0.15,4831.98,1403,0.23,8.99,0.2,13,150,435.27,16.81
287837.01,1164,426,0.35,1378.41,1810,0.19,10.71,1.1,13,150,422.14,16.81
197290.65,1835,489,0.27,2373.78,1356,0.26,7.56,0.6,13,150,412.64,16.81
156040.06,1860,313,0.32,2550.33,1750,0.39,9.79,0.8,13,150,412.96,16.81
81858.69,1690,316,0.01,4483.45,1151,0.33,9.38,0.3,13,150,469.67,16.81
124837.18,1729,737,0.02,4404.51,1305,0.26,10.3,0.4,13,150,440.94,16.81
147005.18,1104,297,0.33,5924.39,1370,0.21,10.0,0.5,13,150,431.48,16.81
290969.91,1120,552,0.24,3575.36,1646,0.26,7.14,1.1,13,150,459.48,16.81
227009.87,1785,337,0.19,4465.67,1579,0.33,7.88,1.2,13,150,471.6,16.81
179010.13,1414,285,0.31,3630.81,1620,0.34,10.44,0.7,16,200,456.32,21.68
398622.94,1942,595,0.41,1996.18,1124,0.1,10.81,0.6,16,200,466.51,21.68
202852.68,1793,706,0.33,3770.4,1558,0.38,8.31,0.6,16,200,438.47,21.68
109180.9,1846,687,0.19,3644.01,1368,0.29,9.1,0.2,16,200,476.13,21.68
310471.38,1112,503,0.43,5845.79,1435,0.13,8.72,0.5,16,200,458.64,21.68
169423.24,1441,698,0.3,5866.73,1563,0.24,10.64,0.4,16,200,475.1,21.68
205072.72,1291,656,0.09,6850.47,1787,0.27,9.91,0.6,16,200,458.58,21.68
276926.52,1106,349,0.02,4432.67,1873,0.11,9.58,1.1,16,200,432.31,21.68
291537.2,1933,528,0.37,2237.66,1014,0.24,8.93,0.8,16,200,461.01,21.68
295926.82,1317,454,0.31,5546.72,1805,0.19,10.37,0.8,16,200,486.13,21.68
167710.56,1672,429,0.04,3253.99,1602,0.26,9.45,0.4,16,200,487.33,21.68
331835.35,1195,709,0.29,4568.3,1815,0.12,7.41,0.4,16,200,451.68,21.68
484178.37,1989,541,0.38,4264.36,1926,0.17,7.37,1.0,16,200,481.63,21.68
273790.93,1927,735,0.47,2150.29,1996,0.36,9.16,0.9,16,200,478.21,21.68
369065.84,1499,766,0.15,6928.47,1095,0.23,8.98,1.1,16,200,414.97,21.68
218231.43,1534,494,0.04,3434.67,1036,0.37,10.29,1.0,16,200,415.28,21.68
209513.1,1954,378,0.26,2902.11,1652,0.14,9.95,0.3,16,200,413.61,21.68
128833.65,1457,582,0.09,2619.11,1284,0.33,8.46,0.3,16,200,468.32,21.68
434896.2,1549,408,0.48,2426.53,1154,0.16,8.26,1.0,16,200,466.67,21.68
193808.86,1829,337,0.27,4539.34,1548,0.32,10.51,0.7,16,200,459.11,21.68
260124.59,1426,396,0.1,4756.13,1526,0.29,9.76,1.0,16,200,469.55,21.68
218499.29,1764,646,0.39,5690.25,1716,0.35,7.35,0.6,16,200,508.19,21.68
213187.17,1734,628,0.08,3086.39,1759,0.23,10.33,0.5,16,200,414.62,21.68
169148.19,1354,765,0.32,5577.44,1237,0.18,10.59,0.3,16,200,426.17,21.68
229620.56,1183,261,0.38,4671.43,1134,0.24,9.5,0.8,16,200,493.86,21.68
280212.44,1531,519,0.08,4787.35,1553,0.22,8.83,0.7,16,200,412.12,21.68
211134.96,1389,765,0.16,1942.0,1134,0.37,7.97,0.7,16,200,534.0,21.68
109581.82,1988,357,0.37,5449.21,1240,0.4,10.55,0.4,16,200,417.3,21.68
250866.09,1446,367,0.09,4335.66,1717,0.26,10.6,1.1,16,200,542.16,21.68
284745.98,1570,297,0.32,3471.1,1694,0.31,7.75,0.9,16,200,424.2,21.68
271498.37,1423,415,0.04,1443.31,1318,0.33,7.6,0.9,16,200,420.8,21.68
157965.81,1510,459,0.28,5590.51,1660,0.39,8.99,0.5,16,200,412.55,21.68
285533.26,1695,390,0.43,2923.5,1264,0.3,9.97,1.1,16,200,412.94,21.68
332627.08,1467,660,0.1,6617.44,1848,0.25,9.59,1.1,16,200,459.75,21.68
440641.27,1943,531,0.27,5927.82,1875,0.17,7.31,1.0,16,200,456.85,21.68
199023.11,1646,505,0.17,4180.4,1044,0.36,8.33,0.7,16,200,474.29,21.68
154592.39,1287,638,0.47,5381.56,1497,0.3,10.23,0.4,16,200,467.24,21.68
343871.74,1852,781,0.48,6546.61,1430,0.15,9.12,0.6,16,200,449.05,21.68
316639.44,1356,712,0.3,3241.4,1481,0.2,8.23,0.7,16,200,469.47,21.68
275299.79,1333,551,0.18,2256.17,1034,0.2,10.49,0.8,16,200,478.38,21.68
215342.94,1788,524,0.09,2365.22,1928,0.18,7.85,0.3,16,200,419.42,21.68
151439.2,1205,665,0.4,2296.57,1834,0.23,7.92,0.2,16,200,436.32,21.68
175065.11,1771,379,0.3,2564.07,1588,0.22,8.14,0.3,16,200,448.8,21.68
353934.54,1666,795,0.49,1682.1,1937,0.25,9.01,0.9,16,200,448.96,21.68
167151.86,1390,598,0.35,4044.64,1213,0.2,9.35,0.3,16,200,420.69,21.68
287081.56,1255,785,0.26,3422.9,1593,0.29,9.44,1.0,16,200,458.12,21.68
141383.86,1003,473,0.15,5625.57,1677,0.17,8.72,0.2,16,200,469.48,21.68
290089.39,1433,427,0.24,5793.0,1787,0.19,8.29,0.6,16,200,415.77,21.68
222246.04,1131,538,0.39,6305.6,1757,0.37,7.92,0.8,16,200,507.42,21.68
244560.79,1796,237,0.05,2509.34,1179,0.16,10.96,0.9,16,200,467.68,21.68
319853.1,1460,448,0.41,6749.51,1548,0.13,7.04,0.4,16,200,423.3,21.68
206278.17,1816,576,0.01,6915.28,1602,0.28,8.11,0.5,16,200,481.38,21.68
447972.35,1295,693,0.16,4371.49,1768,0.12,7.14,0.7,16,200,436.54,21.68
542236.72,1143,759,0.44,3341.84,1364,0.13,9.93,1.1,16,200,416.1,21.68
239305.01,1086,719,0.14,1520.08,1869,0.34,7.71,0.7,16,200,488.58,21.68
213901.9,1751,497,0.11,6766.49,1087,0.32,7.32,0.6,16,200,451.9,21.68
157565.2,1013,372,0.39,2731.35,1092,0.12,8.91,0.2,16,200,503.07,21.68
247916.02,1228,337,0.11,5689.59,1244,0.18,7.21,0.5,16,200,431.67,21.68
116412.72,1246,326,0.38,6340.8,1110,0.37,9.9,0.4,16,200,451.64,21.68
161326.96,1956,476,0.31,3957.05,1525,0.16,8.44,0.2,16,200,469.99,21.68
281805.04,1803,697,0.19,4149.96,1152,0.32,9.66,1.1,16,200,454.11,21.68
267315.27,1374,298,0.42,5291.37,1343,0.16,10.44,0.6,16,200,413.74,21.68
145459.76,1172,290,0.22,6243.77,1993,0.35,10.39,0.5,16,200,467.39,21.68
158186.28,1050,232,0.43,4650.07,1634,0.15,7.51,0.2,16,200,460.39,21.68
166492.98,1192,715,0.2,4483.46,1666,0.39,8.55,0.5,16,200,438.9,21.68
262561.49,1035,363,0.12,2778.67,1357,0.25,7.09,0.7,16,200,424.89,21.68
207967.55,1154,400,0.02,6404.1,1330,0.33,10.33,0.9,16,200,415.41,21.68
183431.29,1842,569,0.19,1787.05,1508,0.33,10.82,0.6,16,200,502.43,21.68
216591.22,1062,339,0.25,5863.0,1071,0.35,8.49,0.9,16,200,452.77,21.68
104932.25,1029,751,0.14,1369.01,1289,0.34,10.25,0.2,16,200,468.98,21.68
227373.45,1499,435,0.18,4089.68,1958,0.11,10.69,0.3,16,200,418.55,21.68
187938.26,1403,673,0.33,4574.19,1730,0.35,9.61,0.6,16,200,430.07,21.68
260831.75,1923,424,0.36,5119.09,1385,0.34,9.17,1.0,16,200,451.29,21.68
312636.75,1127,507,0.02,3129.28,1069,0.19,9.24,0.9,16,200,427.43,21.68
221545.22,1679,270,0.45,3094.37,1304,0.24,7.55,0.5,16,200,475.33,21.68
296368.85,1738,630,0.26,6869.31,1473,0.24,9.83,0.9,16,200,441.33,21.68
233699.42,1314,454,0.29,3727.79,1058,0.26,9.54,0.8,16,200,535.96,21.68
257207.51,1622,744,0.44,1768.01,1571,0.11,10.45,0.3,16,200,467.26,21.68
213521.82,1976,312,0.12,5552.36,1917,0.28,8.01,0.5,16,200,431.74,21.68
115779.38,1269,436,0.07,6214.55,1142,0.27,10.73,0.3,16,200,451.47,21.68
227125.44,1746,774,0.15,1105.09,1816,0.3,10.3,0.6,16,200,461.35,21.68
316620.66,1937,652,0.13,2100.54,1295,0.32,7.8,1.0,16,200,446.48,21.68
211030.76,1116,408,0.35,4935.36,1745,0.36,10.07,0.9,16,200,413.14,21.68
137121.2,1969,329,0.03,2857.01,1187,0.29,7.8,0.3,16,200,510.51,21.68
270510.03,1716,306,0.34,3337.41,1278,0.23,7.42,0.6,16,200,419.57,21.68
371060.22,1690,552,0.2,6096.16,1464,0.11,8.37,0.5,16,200,465.6,21.68
261914.85,1999,586,0.31,3167.4,1735,0.27,10.1,0.8,16,200,452.83,21.68
383377.07,1273,403,0.36,2411.88,1398,0.14,7.47,0.8,16,200,429.05,21.68
257613.64,1896,582,0.22,2665.96,1890,0.37,7.62,0.8,16,200,453.22,21.68
139444.47,1573,267,0.46,3869.2,1700,0.34,9.44,0.4,16,200,435.8,21.68
310239.81,1581,466,0.05,5079.42,1986,0.21,10.87,1.2,16,200,503.88,21.68
149871.05,1760,595,0.24,1598.01,1443,0.38,8.66,0.4,16,200,418.99,21.68
235453.25,1418,280,0.45,6133.35,1779,0.25,10.95,0.8,16,200,451.71,21.68
281262.55,1616,565,0.06,4448.45,1941,0.38,8.42,1.1,16,200,417.53,21.68
379036.64,1105,345,0.49,2865.39,1567,0.11,9.06,1.2,16,200,430.98,21.68
191113.84,1727,543,0.37,3601.53,1908,0.39,8.64,0.6,16,200,472.93,21.68
278223.63,1304,351,0.25,4992.89,1229,0.27,9.13,1.1,16,200,449.97,21.68
442029.78,1875,649,0.01,6012.39,1965,0.1,8.94,1.0,16,200,445.65,21.68
357571.26,1601,789,0.23,2454.14,1801,0.22,9.8,1.0,16,200,453.73,21.68
195777.74,1546,670,0.21,1136.58,1258,0.22,10.15,0.4,16,200,476.47,21.68
233434.61,1066,295,0.47,6095.59,1693,0.23,9.86,0.5,20,250,448.77,26.48
117785.14,1769,445,0.25,5352.89,1493,0.27,10.68,0.2,20,250,461.65,26.48
236347.86,1276,662,0.46,5274.56,1065,0.26,9.28,0.5,20,250,451.67,26.48
139038.59,1413,708,0.25,6721.66,1527,0.36,10.46,0.3,20,250,469.51,26.48
217702.24,1951,658,0.29,3740.62,1027,0.24,7.31,0.3,20,250,439.52,26.48
213414.6,1448,507,0.18,2041.52,1079,0.18,9.04,0.3,20,250,470.94,26.48
197266.97,1250,267,0.27,4857.33,1294,0.33,10.05,0.6,20,250,459.14,26.48
482752.27,1303,616,0.44,1338.39,1421,0.13,8.77,0.6,20,250,424.04,26.48
242392.85,1450,612,0.01,5656.17,1856,0.13,7.84,0.2,20,250,416.04,26.48
231717.22,1567,715,0.23,1457.74,1502,0.32,10.31,0.5,20,250,417.82,26.48
287482.51,1731,630,0.01,5843.71,1912,0.29,9.74,0.7,20,250,431.77,26.48
319563.25,1467,771,0.43,4411.13,1541,0.14,7.11,0.3,20,250,468.26,26.48
607552.78,1604,696,0.16,3108.89,1407,0.22,7.05,1.2,20,250,433.31,26.48
197445.11,1324,633,0.14,3030.74,1872,0.39,9.28,0.5,20,250,503.95,26.48
319634.18,1709,320,0.5,3422.68,1092,0.25,7.17,0.6,20,250,448.91,26.48
259700.61,1696,569,0.1,2567.22,1813,0.22,8.67,0.4,20,250,433.9,26.48
305077.45,1107,256,0.37,6233.75,1651,0.2,9.35,0.9,20,250,455.97,26.48
213083.03,1824,302,0.32,1828.15,1243,0.21,8.03,0.3,20,250,444.2,26.48
339892.87,1524,729,0.41,1742.8,1453,0.37,8.94,1.0,20,250,431.82,26.48
218421.45,1810,307,0.42,1242.92,1600,0.23,10.28,0.4,20,250,449.82,26.48
260095.32,1210,244,0.05,3043.12,1395,0.15,8.23,0.6,20,250,461.66,26.48
293316.63,1592,647,0.34,5462.37,1969,0.32,9.46,0.8,20,250,485.18,26.48
217902.47,1501,694,0.46,5508.53,1150,0.28,8.35,0.4,20,250,466.4,26.48
362534.52,1160,483,0.06,1149.58,1310,0.24,7.16,0.7,20,250,461.81,26.48
304248.94,1335,580,0.39,4978.65,1757,0.38,9.21,1.0,20,250,423.63,26.48
192067.0,1947,774,0.11,5712.08,1600,0.21,10.95,0.3,20,250,455.24,26.48
240304.62,1663,526,0.45,3313.53,1141,0.31,9.77,0.6,20,250,417.37,26.48
334346.39,1797,341,0.41,3503.0,1375,0.26,8.83,0.8,20,250,455.54,26.48
484763.12,1178,391,0.36,1026.7,1616,0.17,8.72,0.9,20,250,530.16,26.48
273905.74,1490,604,0.38,3234.67,1187,0.22,7.35,0.4,20,250,412.88,26.48
273800.85,1543,765,0.12,2653.98,1533,0.34,7.46,0.6,20,250,480.4,26.48
381623.16,1016,372,0.49,1884.12,1840,0.33,7.81,1.1,20,250,461.22,26.48
355872.84,1919,566,0.24,4668.42,1020,0.16,10.21,0.6,20,250,423.13,26.48
316429.64,1034,376,0.24,6340.54,1204,0.32,8.39,1.1,20,250,463.74,26.48
329243.96,1118,353,0.07,6530.66,1645,0.18,8.07,1.0,20,250,413.36,26.48
415977.74,1977,433,0.17,6622.35,1256,0.19,10.2,1.1,20,250,478.24,26.48
152151.35,1726,795,0.22,1612.98,1627,0.38,7.2,0.2,20,250,463.96,26.48
248286.14,1383,686,0.32,4420.47,1333,0.35,10.5,0.8,20,250,454.33,26.48
403738.81,1901,385,0.44,5189.45,1218,0.2,9.97,0.9,20,250,467.51,26.48
305556.26,1361,413,0.19,5786.13,1234,0.28,9.89,0.9,20,250,423.96,26.48
349601.65,1007,724,0.15,4195.98,1385,0.37,7.64,1.1,20,250,448.22,26.48
284986.47,1236,231,0.13,6876.61,1680,0.22,10.1,1.1,20,250,414.91,26.48
269527.77,1615,250,0.02,4767.02,1977,0.19,10.38,0.5,20,250,460.6,26.48
248937.82,1846,262,0.11,3177.71,1668,0.19,7.41,0.3,20,250,411.93,26.48
254913.54,1426,475,0.05,2435.94,1038,0.37,10.83,1.0,20,250,447.14,26.48
189747.98,1932,792,0.18,2725.97,1165,0.14,10.89,0.2,20,250,414.81,26.48
385181.17,1633,466,0.08,4634.3,1579,0.25,9.58,1.0,20,250,433.02,26.48
216506.08,1555,362,0.42,1213.13,1925,0.39,8.42,0.5,20,250,435.1,26.48
225588.09,1315,481,0.02,4266.79,1358,0.38,10.32,0.8,20,250,458.43,26.48
216193.87,1196,426,0.07,5958.7,1366,0.12,8.55,0.2,20,250,414.05,26.48
368177.68,1433,328,0.27,6494.64,1939,0.21,7.58,0.7,20,250,432.49,26.48
414986.65,1510,575,0.17,3570.89,1909,0.33,7.49,1.1,20,250,421.49,26.48
224318.92,1091,519,0.33,3625.63,1138,0.34,10.0,0.7,20,250,416.61,26.48
368565.73,1345,778,0.21,5997.49,1991,0.26,8.08,0.8,20,250,470.4,26.48
212416.88,1392,552,0.3,5409.97,1944,0.17,10.73,0.3,20,250,508.77,26.48
182603.87,1853,757,0.48,5129.0,1088,0.39,8.31,0.4,20,250,447.12,26.48
347385.77,1578,355,0.08,6679.13,1989,0.31,7.02,1.0,20,250,469.59,26.48
644273.29,1030,681,0.26,2010.16,1463,0.12,10.56,1.2,20,250,469.13,26.48
131942.94,1402,489,0.0,1667.46,1124,0.29,7.99,0.2,20,250,442.86,26.48
161699.51,1123,336,0.34,2296.45,1732,0.2,8.69,0.2,20,250,477.68,26.48
252438.12,1537,785,0.03,4003.39,1055,0.3,10.54,0.7,20,250,458.83,26.48
359496.22,1802,597,0.26,6162.38,1861,0.31,8.85,1.0,20,250,476.13,26.48
224097.34,1076,281,0.38,3363.46,1264,0.28,11.0,0.7,20,250,469.5,26.48
307507.66,1296,309,0.28,6938.18,1417,0.28,8.15,0.8,20,250,474.45,26.48
351096.4,1284,345,0.31,2104.02,1101,0.24,8.98,0.9,20,250,476.36,26.48
701238.04,1687,677,0.36,3876.69,1724,0.11,9.01,0.9,20,250,418.08,26.48
302352.06,1186,732,0.48,2971.61,1008,0.23,10.7,0.7,20,250,416.7,26.48
201287.3,1357,321,0.39,1372.78,1341,0.38,7.7,0.5,20,250,467.63,26.48
597216.22,1226,626,0.4,6452.09,1718,0.15,7.9,1.0,20,250,437.56,26.48
324680.33,1586,557,0.09,1581.38,1289,0.26,9.61,0.8,20,250,439.93,26.48
383790.93,1714,406,0.33,5078.03,1802,0.2,8.58,0.7,20,250,460.39,26.48
354001.42,1990,513,0.35,3885.94,1119,0.15,10.88,0.6,20,250,466.71,26.48
290505.1,1651,378,0.03,3766.1,1477,0.16,8.64,0.4,20,250,451.94,26.48
557052.07,1141,598,0.29,2742.76,1777,0.1,7.73,0.6,20,250,473.9,26.48
189895.72,1881,449,0.22,3645.35,1632,0.34,8.5,0.4,20,250,427.98,26.48
324992.9,1083,436,0.47,4105.99,1821,0.12,9.71,0.4,20,250,468.43,26.48
396327.11,1871,535,0.14,6310.86,1956,0.11,8.92,0.4,20,250,447.57,26.48
401879.71,1986,458,0.04,4809.33,1195,0.24,9.53,1.1,20,250,480.39,26.48
325483.46,1257,643,0.12,6118.72,1317,0.32,9.68,1.1,20,250,473.71,26.48
336944.19,1748,591,0.16,4324.42,1172,0.3,8.48,0.9,20,250,471.01,26.48
577733.44,1155,746,0.35,6991.36,1742,0.11,10.14,0.8,20,250,425.83,26.48
242412.59,1641,460,0.43,2534.06,1048,0.4,8.16,0.7,20,250,455.51,26.48
334719.08,1964,287,0.1,3966.22,1887,0.34,7.6,0.9,20,250,479.26,26.48
407939.37,1476,530,0.28,1481.64,1559,0.27,7.53,0.9,20,250,467.12,26.48
335823.44,1138,500,0.31,2320.06,1797,0.27,7.38,0.7,20,250,458.58,26.48
199847.44,1677,399,0.49,4178.33,1439,0.35,9.51,0.5,20,250,464.15,26.48
438261.73,1891,420,0.45,5573.07,1440,0.3,8.25,1.2,20,250,448.96,26.48
231462.81,1839,667,0.23,2217.02,1565,0.18,9.84,0.3,20,250,505.36,26.48
327514.47,1781,271,0.13,4584.74,1485,0.17,10.63,0.8,20,250,465.83,26.48
198313.92,1267,279,0.15,2440.78,1766,0.29,10.77,0.5,20,250,414.13,26.48
136160.47,1040,417,0.2,2195.47,1707,0.39,9.44,0.3,20,250,413.21,26.48
508201.17,1220,740,0.21,5259.58,1898,0.16,10.43,1.0,20,250,428.45,26.48
312177.95,1057,551,0.19,6812.09,1686,0.36,9.15,1.1,20,250,460.41,26.48
494872.93,1481,499,0.06,2890.29,1786,0.1,7.77,0.9,20,250,416.95,26.48
574760.85,1629,540,0.3,1914.77,1222,0.14,7.94,0.8,20,250,469.26,26.48
244084.39,1374,227,0.04,2834.17,1588,0.35,7.26,0.6,20,250,430.43,26.48
321237.59,1778,237,0.4,1096.93,1325,0.13,9.09,0.4,20,250,451.34,26.48
521848.86,1752,651,0.2,4519.88,1515,0.17,9.4,1.1,20,250,534.49,26.48
594007.82,1870,706,0.09,4942.11,1832,0.12,9.96,1.0,20,250,416.17,26.48
210405.22,1928,749,0.37,5911.44,1276,0.36,9.2,0.5,20,250,506.49,26.48
234683.0,1381,634,0.43,4582.51,1083,0.31,10.64,0.5,24,300,462.27,31.53
364597.1,1968,722,0.32,4755.3,1813,0.34,7.84,0.7,24,300,459.37,31.53
372711.74,1138,246,0.39,4683.33,1148,0.1,7.21,0.9,24,300,467.4,31.53
548567.12,1982,370,0.32,6361.16,1491,0.14,8.03,0.9,24,300,452.71,31.53
220018.75,1745,372,0.28,6924.04,1374,0.34,10.3,0.5,24,300,460.34,31.53
483049.81,1044,592,0.42,4274.52,1782,0.26,9.4,1.1,24,300,414.0,31.53
425245.79,1918,229,0.15,2965.58,1723,0.26,7.1,1.0,24,300,428.53,31.53
403516.71,1149,499,0.16,1985.92,1670,0.35,7.91,1.0,24,300,463.97,31.53
308034.78,1548,282,0.25,1432.71,1275,0.37,9.72,0.9,24,300,430.99,31.53
218568.28,1310,432,0.35,6501.86,1700,0.19,7.8,0.2,24,300,451.39,31.53
638377.4,1945,583,0.14,1179.89,1595,0.26,7.02,1.1,24,300,464.06,31.53
345725.34,1631,318,0.45,6078.39,1645,0.37,10.47,1.1,24,300,469.27,31.53
298651.9,1613,293,0.13,6332.22,1846,0.39,8.15,0.7,24,300,431.4,31.53
389690.34,1359,555,0.43,5943.84,1286,0.28,8.29,0.8,24,300,463.91,31.53
423810.42,1514,700,0.37,2856.9,1136,0.28,8.75,0.9,24,300,467.08,31.53
539224.06,1431,535,0.4,6862.18,1636,0.17,9.18,0.8,24,300,427.37,31.53
606523.58,1896,671,0.18,2472.98,1611,0.19,10.35,1.1,24,300,414.02,31.53
433323.96,1320,542,0.36,4812.58,1016,0.18,7.95,0.6,24,300,489.58,31.53
192078.33,1126,340,0.09,2299.25,1890,0.26,7.15,0.2,24,300,445.31,31.53
224316.28,1188,461,0.08,3020.04,1224,0.35,10.93,0.6,24,300,467.09,31.53
359472.79,1653,642,0.0,5637.75,1808,0.4,9.06,1.0,24,300,441.24,31.53
288372.93,1800,689,0.16,5844.49,1057,0.29,8.22,0.5,24,300,458.45,31.53
445566.92,1008,745,0.46,1074.44,1391,0.13,10.82,0.5,24,300,463.13,31.53
256219.46,1760,572,0.22,4506.74,1936,0.27,7.41,0.3,24,300,471.24,31.53
194076.71,1672,492,0.07,5155.0,1359,0.29,8.82,0.3,24,300,415.93,31.53
276138.89,1161,258,0.03,6604.89,1196,0.14,10.98,0.4,24,300,467.25,31.53
321614.42,1667,272,0.35,4119.88,1899,0.3,10.61,0.8,24,300,466.75,31.53
269271.11,1926,657,0.25,6455.51,1673,0.37,8.17,0.5,24,300,465.72,31.53
302023.81,1340,674,0.3,4183.73,1688,0.3,9.45,0.6,24,300,430.52,31.53
451772.66,1057,255,0.5,1190.95,1511,0.15,7.25,1.1,24,300,462.17,31.53
544477.56,1819,707,0.45,6115.44,1876,0.27,9.27,1.2,24,300,448.92,31.53
538653.62,1952,548,0.22,4413.78,1471,0.18,8.98,0.8,24,300,431.47,31.53
405809.13,1245,380,0.21,6039.1,1743,0.27,8.91,1.0,24,300,474.25,31.53
584025.95,1886,313,0.44,1624.41,1034,0.2,8.42,1.1,24,300,423.9,31.53
576572.33,1591,725,0.06,5031.33,1912,0.15,9.57,0.8,24,300,480.54,31.53
329911.11,1602,752,0.24,2216.59,1565,0.3,7.56,0.5,24,300,418.16,31.53
271035.76,1461,326,0.01,2141.35,1403,0.32,10.36,0.7,24,300,469.15,31.53
439500.93,1089,353,0.48,5330.78,1775,0.16,9.08,0.6,24,300,449.03,31.53
309385.45,1291,519,0.02,1753.44,1535,0.39,10.8,1.0,24,300,467.75,31.53
432045.03,1877,361,0.31,3831.86,1469,0.21,8.76,0.7,24,300,450.26,31.53
209465.81,1346,338,0.12,5524.7,1767,0.31,9.92,0.4,24,300,467.58,31.53
795276.88,1683,718,0.41,5592.2,1387,0.13,8.25,0.9,24,300,459.22,31.53
421448.3,1458,389,0.13,2733.25,1239,0.18,7.99,0.6,24,300,480.28,31.53
206414.66,1866,456,0.41,6806.74,1927,0.24,7.28,0.2,24,300,461.92,31.53
245838.88,1400,510,0.33,3576.82,1419,0.39,9.3,0.6,24,300,459.24,31.53
609918.34,1268,600,0.28,5865.05,1171,0.11,7.05,1.0,24,300,469.66,31.53
256922.41,1838,568,0.34,4868.28,1553,0.34,9.16,0.5,24,300,423.96,31.53
427831.03,1753,290,0.17,4948.89,1799,0.32,7.53,1.0,24,300,437.48,31.53
337473.15,1096,683,0.47,2422.62,1158,0.38,10.86,1.1,24,300,473.07,31.53
450958.54,1938,468,0.02,5123.55,1962,0.31,7.34,0.9,24,300,474.95,31.53
217854.51,1525,324,0.38,4355.63,1457,0.32,8.95,0.4,24,300,412.26,31.53
